path,type,area,purpose,imported_by,imports,runtime_used (yes/no/unknown),business_critical (yes/no/unknown),duplicate_of,legacy_flag (yes/no),delete_candidate (yes/no/maybe),confidence,notes
archive/_legacy/routes.ts_legacy_dir/utils/gptUtils.ts,code,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/routes.ts_legacy_dir/utils/loadFoodCostings.ts,code,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/routes.ts_legacy_dir/utils/shiftTimeCalculator.ts,code,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/routes.ts_legacy_dir/validate-live-db.ts,code,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/routes.ts_legacy_dir/validation/daily_sales_validation.py,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/routes.ts_legacy_dir/vite.ts,code,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/routes.ts_legacy_dir/webhooks.ts,code,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/server/forms/dailySalesV2.ts.backup,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/server/forms/dailySalesV2.ts.bak.1756364560,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/server/routes.ts.bak,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/server/storage.ts.bak,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/src/server/bank/upload.ts.bak.1756185517,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/src/server/bank/upload.ts.bak.1756185558,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
archive/_legacy/src/server/forms/dailySalesV2.ts.bak,other,archive,inventory entry,,,no,unknown,,yes,maybe,LIKELY,
attached_assets/.eslintrc_1755066446552.cjs,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/1 receipts_1752803228439.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/1_1761464752373.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/2_1751385817217.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/All Menu Items- SKU and Categories - Loyverse_1761808301207.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/All Menu Items- SKU and Categories - Loyverse_1761808391619.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/All Menu Items- SKU and Categories - Loyverse_1762489025094.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Bank Statement July 1st to 13.09.25_unlocked - Table 1_1757934526628.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Coke Can 800 x 800_1760968080519.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Coke Zero Sugar 800 x 800_1760968082450.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Daily Sales and Stock Form_1751314499197.pdf,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Daily Sales and Stock forms - Historical_1751584908473.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Double Set - 27.11.2023_1760967955147.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Fanta Strawberry_1760968082644.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food Costings - Supplier - Portions - Prices v2.1 20.08.25_1755715627430.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food Costings - Supplier List - Portions - 25.07.2025_1753465802891.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food Costings - Supplier List - Portions - 25.07.2025_1753469470717.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food Costings - Supplier List - Portions - Final Prices Makro FINAL 06.08.25_1755534140900.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food Costings - Supplier List - Portions - Final Prices Makro FINAL 06.08.25_1755555459617.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food Costings - v2.2 08.09.25_1757351375321.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food and Ingredient Costing - Sheet1_1751622976338.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Food and Ingredient Costing - Sheet1_1751824254323.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Gradient - Dark Blue - Just logo_1751392842484.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20250913_182754_1757762983029.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251020_085129_1760925173838.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251020_085129_1760925245670.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251023_140642_1761203263784.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251027_135956_1761548630271.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251114_170245_1763114646361.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251114_233104_1763137950617.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20251230_202910_1767121137555.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20260101_121800_1767244913295.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20260101_121839_1767244937929.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20260101_121906_1767244937994.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20260131_115126_1769835112120.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20260131_115126_1769835417270.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/IMG_20260131_115126_1769835550250.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Juice Box_1760968082772.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Karaage Chicken Burger - Meal Deal_1760967991446.png,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Loyverse Item Lists_1751480126062.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Menu & Modifier Items - 11.08.25 - POS Menu Items_1755534108936.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/NET SALES FIGURES - Monthly_1751724234371.csv,data,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Orange Fanta_1760968082886.jpg,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--0-What-this-patch-delivers-Catalog-import-from-your-uploaded-file-Item-and-SKU-List-Latest-1760892930649_1760892930657.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--1-Install-one-client-dep-npm-i-jsbarcode-2-Create-page-client-src-pages-membership-Membership-1762318522590_1762318522592.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--1-Prisma-Schema-schema-prisma-Add-this-to-your-Prisma-model-ts-Copy-Edit-model-DailySales--1754546600380_1754546600384.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--ABSOLUTE-RULES-DO-NOT-VIOLATE-You-MUST-follow-these-ru_1764666406289.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--AGENT-INSTRUCTIONS-Agent-follow-exactly-Create-ONLY-th_1765000716453.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--AGENT-WORK-ORDER-Online-Ordering-CSV-import-API-images-0-Goal-do-not-deviate-Use-th-1762489063411_1762489063415.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--APPROVED-PATCH-PUBLISH-FIX-Automatic-Safe-Required-Thi_1765473958601.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--APPROVED-PATCH-PUBLISH-FIX-Automatic-Safe-Required-Thi_1765474169656.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--APPROVED-PATCH-PUBLISH-FIX-Automatic-Safe-Required-Thi_1765530310833.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Agent-RULES-do-this-don-t-do-that-Do-NOT-drop-truncate-any-table-No-migrate-reset-Do-NOT-r-1763824458987_1763824458998.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Backend-server-services-posUploadService-ts-import-fs-from-fs-import-csvParse-from-csv-parse--1758590786476_1758590786481.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-1-REPLIT-AGENT-GOLDEN-PATCH-Copy-paste-the-entir_1764849064346.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-1-REPLIT-AGENT-PATCH-Schema-Only-Agent-follow-EX_1765071140539.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-2-REPLIT-AGENT-GOLDEN-PATCH-Copy-paste-the-follo_1764860867643.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-2-REPLIT-AGENT-PATCH-Agent-apply-EXACTLY-as-writ_1765077113879.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-3-Scope-Modify-ONLY-server-routes-forms-ts-Speci_1765077612978.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-5-FULL-PATCH-Replit-Agent-Safe-Adds-System-Healt_1765099841814.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-7-DAILY-REPORTS-V2-ARCHIVE-SEARCH-FILTER-SYSTEM-_1765105079410.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-8-FULL-AI-INSIGHT-ENGINE-SPEC-Replit-agent-ready_1765105492509.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-9-SECURITY-THEFT-DETECTION-ENGINE-V1-This-is-the_1765105908639.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-9-SECURITY-THEFT-DETECTION-ENGINE-V1-This-is-the_1765105927320.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-9-SECURITY-THEFT-DETECTION-ENGINE-V1-This-is-the_1765105992720.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CHUNK-9-SECURITY-THEFT-DETECTION-ENGINE-V1-This-is-the_1765106497313.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CRITICAL-DATA-PROTECTION-FIX-COMPLETE-I-ve-immediately-identified-and-removed-the-dangerous-co-1763493287735_1763493287738.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--CRITICAL-DATA-PROTECTION-FIX-COMPLETE-I-ve-immediately-identified-and-removed-the-dangerous-co-1763511233049_1763511233053.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DASHBOARD-4-0-HARDEN-VISIBILITY-PATCH-MODE-SAFE-ADDITI_1765987798671.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DECISION-LOCKED-DO-NOT-refactor-into-multiple-files-Mo_1766172190675.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DECISION-LOCKED-DO-NOT-refactor-into-multiple-files-Mo_1766174009570.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DO-NOT-DO-THIS-Read-to-the-Replit-Agent-DO-NOT-Do-not-rename-files-routes-or-folders-D-1755937490290_1755937490293.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DO-NOT-DO-THIS-Read-to-the-Replit-agent-DO-NOT-Do-not-rename-files-folders-routes-or-DB--1755939724380_1755939724387.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DO-NOT-MODIFY-THIS-FILE-WITHOUT-APPROVAL-FROM-CAM-Smash-Brothers-Burgers-Locked-Dail-1754295026066_1754295026073.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--DO-NOT-NON-NEGOTIABLE-READ-FIRST-DO-NOT-touch-reset-tr_1765952413423.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Do-this-now-in-order-1-Relax-the-Drizzle-schema-to-match-the-DB-nullable-Your-DB-columns-are-1761763403913_1761763403920.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Do-this-one-command-Save-as-PATCH-V3-4-FIX-SUMMARY-EXPENSES-STOCK-sh-at-repo-root-then-run-BA-1760396298104_1760396298106.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-COMBINED-PATCH-CSV-RECIPE-MAPPING-SPEED_1766383571744.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-PATCH-2-5-Link-sold-item-recipeId-using_1766335964370.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-PATCH-4-Unified-P-L-Expense-Derivation-_1766337272128.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-PATCH-4-Unified-P-L-Expense-Derivation-_1766379415974.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-PATCH-4-Unified-P-L-Expense-Derivation-_1766379567839.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-PATCH-P-L-STRUCTURE-GRAB-VISIBILITY-OBJ_1767676396808.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-PATCHES-1-3-BUNDLED-Canonical-Sales-Ing_1766331425078.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-STEP-1-Purchasing-Canonical-Restore-FOU_1766447031921.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-STEP-1-Purchasing-Canonical-Restore-FOU_1766447069251.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-STEP-2-Daily-Stock-V2-WRITE-FAILURE-CRI_1766447381263.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--EXECUTION-MODE-STEP-2-Daily-Stock-V2-WRITE-FAILURE-CRI_1766447406883.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--FINAL-DASHBOARD-4-0-PATCH-1-P-L-v1-DATA-LOCKDOWN-CANON_1767721468878.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--FINAL-EXECUTION-BUNDLE-PATCHES-5-6-7-LAST-MILE-OPS-REA_1766380805284.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--FINAL-EXECUTION-PATCH-TABLE-BASED-DAILY-REVIEW-EMAIL-A_1766383076370.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--FINAL-REPLIT-AGENT-PATCH-P-L-v1-POS-Driven-Determinist_1767692249015.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--File-routes-shiftComparison-ts-or-wherever-your-API-routes-live-import-express-Request--1753718734186_1753718734188.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Final-Fix-Instructions-for-the-Replit-Agent-Objective-Show-only-the-most-recent-shift-5-PM--1753924114784_1753924114785.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Finance-Patch-Bundle-server-utils-financeCalculations-ts--1757696491459_1757696491460.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Fix-Path-We-need-to-normalize-header-names-in-the-import-Here-s-how-In-src-server-pos-uploadBu-1755982222473_1755982222475.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Focused-Patch-Jussi-Sally-Ramsay-1-server-db-schema-ts-DO-NOT-MODIFY-WITHOUT-CAM-1756975571551_1756975571552.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Form-2-Daily-Stock-CSV-Driven-Implementation-Pack-Goal-Build-Daily-Stock-from-yo-1755680229757_1755680229760.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Fort-Knox-Bundle-Patch-Daily-Shift-Analysis-DO-NOT-MODIFY-WITHOUT-CAM-S-APPROVAL-Dail-1758235093792_1758235093793.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Fort-Knox-Overwrite-Patch-Manager-Checklist-System-Remove-Freestyle-Delete-test-checklist--1757855099158_1757855099164.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Fort-Knox-Patch-Jussi-WOW-Daily-Report-DO-NOT-MODIFY-WITHOUT-CAM-S-APPROVAL-Jussi-Dai-1758230503642_1758230503645.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Fort-Knox-Patch-Script-Agents-Resurrection-Ramsay-Add-On-Fort-Knox-Golden-Reference-Patc-1756978035432_1756978035435.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Full-Express-Route-api-send-form-summary-Replace-your-existing-handler-with-this-version-ts-C-1754275803355_1754275803357.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Full-Working-Endpoint-api-send-form-summary-ts-This-is-a-Next-js-API-route-using-Gmail-SMTP-via-1754275333312_1754275333316.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--GOAL-CLEAR-CORRECT-Mirror-Loyverse-1-1-inside-our-POS-_1765807904933.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--GOLDEN-PATCH-DS-LY-DB-DATA-SAFETY-LOYVERSE-HISTORY-REA_1765880076738.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Golden-Overwrite-Patch-Corrected-Top-line-guardrails-FORT-KNOX-PATCH-Overwrite-Do-NOT--1757827469257_1757827469265.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Golden-Patch-Expenses-Import-Approval-1-Database-Locked-imported-expenses-id-UUID-PK-date--1757920742210_1757920742211.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Golden-Patch-Expenses-Import-P-L-Integration-Full-Spec-1-Database-Schema-Add-confirm-the--1757996801206_1757996801210.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--How-to-run-1-Put-this-file-at-the-repo-root-as-RUN-SMOKE-V3-sh-2-Run-it-bash-RUN-SMO-1760206357917_1760206357921.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--Objective-Update-the-receipts-page-in-the-Smash-Brothers-Burgers-dashboard-to-include-a-permane-1753861588243_1753861588245.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-1-1-FIX-RECIPE-COST-NORMALISATION-EDITING-This_1767745192103.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-1-FIX-RECIPE-INGREDIENT-UNITS-VALIDATION-Stack_1767732247770.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-2-RECIPE-UI-CLARITY-FINAL-FOR-RECIPES-Purpose-_1767732692225.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-6-16-PURCHASING-vs-INGREDIENT-COST-MODEL-LOCKD_1767418631937.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-6-17-PURCHASING-LIST-NORMALISATION-UI-CONTROL-_1767605140209.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-6-18-Recipe-Cost-Guardrails-Canonical-Views-AS_1767456416715.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-FORM-2-FINALISATION-SAFETY-MANDATORY-OBJECTIVE_1766649718887.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-FORM-2-FINALISATION-SAFETY-MANDATORY-OBJECTIVE_1766784030173.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
attached_assets/Pasted--PATCH-1-RECEIPTS-TRUTH-LOCK-STEP-1-ONLY-OBJECTIVE-NON-_1767079236400.txt,other,repo,inventory entry,,,no,unknown,,no,maybe,LIKELY,
